movie_name,imdb_id,line_number,regex_parsing_successful,dc1_adjacent_similarity,dc2_qa_relevance,dc3_topic_concentration,cc1_emotional_stability,cc2_linguistic_consistency,cc3_action_intention_alignment,pr1_scene_similarity,pr2_event_coherence
Punch-Drunk Love_2002,tt0272338,19,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9147703243769422
The Batman_2022,tt1877830,20,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8787361976013515
Animal Kingdom_2010,tt1313092,21,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8877333517579719
Fantastic Mr. Fox_2009,tt0432283,22,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8542513119080691
Platoon_1986,tt0091763,23,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8895088622009129
Rush_2013,tt1979320,24,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9121628329568963
Made in Heaven_1987,tt0093467,25,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9340668108394762
Toy Story 4_2019,tt1979376,26,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9228587570079033
Denial_2016,tt4645330,27,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8866000826406516
The Best Exotic Marigold Hotel_2011,tt1412386,28,1,0.0,0.0,0.0,0.0,0.0,0.0,0.43086181940285617,0.9247263702617747
The Third Man_1949,tt0041959,29,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9325682492877189
Extract_2009,tt1225822,30,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.871193507394817
Home Alone_1990,tt0099785,31,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8421060861457335
12 Monkeys_1995,tt0114746,32,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8954078564249607
Monty Python and the Holy Grail_1975,tt0071853,33,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.884655578045615
"Planes, Trains & Automobiles_1987",tt0093748,34,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8861813963456263
Hustlers_2019,tt5503686,35,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8971769000289317
The Wolf of Wall Street_2013,tt0993846,36,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8781426095437112
Memory_2023,tt19864828,37,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9178049021540792
Sphere_1998,tt0120184,38,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8751210420750952
The Descendants_2011,tt1033575,39,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9335445705571391
Learning to Drive_2014,tt3062976,40,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9136323674758833
Gunpowder Milkshake_2021,tt8368408,41,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9221441621631804
Frank_2014,tt1605717,42,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9001844119504557
The Wolverine_2013,tt1430132,43,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9186334399835232,0.8666373527330193
Body Heat_1981,tt0082089,44,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9258903406335834
Fast & Furious_2009,tt1013752,45,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8756826355451729
The Electrical Life of Louis Wain_2021,tt10687506,46,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8996920335143388
Blade Runner_1982,tt0083658,47,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8742725469284557
Scream_2022,tt11245972,48,1,0.9502912174824605,0.0,0.9815687484244593,0.0,0.0,0.0,0.911013164460965,0.9170994424819952
Mirrors_2008,tt0790686,49,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.882660430801908
Black Panther: Wakanda Forever_2022,tt9114286,50,1,0.9978574855927983,0.0,0.9971836793815475,0.0,0.0,0.0,0.025183926569734852,0.9052820594640264
Evil Dead_2013,tt1288558,51,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9089766154474341
Sugar_2008,tt0990413,52,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8954536678316948
All the Money in the World_2017,tt5294550,53,1,0.5642052313012077,0.0,0.8343120875371661,0.0,0.0,0.9277263319131683,0.7608016990017057,0.9037512419729102
Revolutionary Road_2008,tt0959337,54,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8893695088392322
King Kong_1933,tt0024216,55,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8832834296930017
Someone to Watch Over Me_1987,tt0094008,56,1,0.9788185736702504,0.0,0.9924639182770246,0.0,0.0,0.8040803121823452,0.9178687299079161,0.9380207719853215
Heist_2001,tt0252503,57,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9127832868367626
Richard Jewell_2019,tt3513548,58,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9112027265584997
Anthropoid_2016,tt4190530,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8575242729540672
So I Married an Axe Murderer_1993,tt0108174,60,1,0.0,0.0,0.0,0.0,0.0,0.0,0.6910459338361001,0.9249168413287125
Following_1998,tt0154506,61,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9478955759394236
Don't Worry Darling_2022,tt10731256,62,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9004916312202484
The Lord of the Rings: The Return of the King_2003,tt0167260,63,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9114982621863054
RocknRolla_2008,tt1032755,64,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9139199362525351
Snow White and the Huntsman_2012,tt1735898,65,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8996033282139437
Young Frankenstein_1974,tt0072431,66,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8834884044380624
8-Bit Christmas_2021,tt11540284,67,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8519414405154511
Batman: Mask of the Phantasm_1993,tt0106364,68,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9150198542961852
Star Wars: Episode I - The Phantom Menace_1999,tt0120915,69,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8478654305845356
Constantine_2005,tt0360486,70,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8598322089403592
The Italian Job_2003,tt0317740,71,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8814025472999008
The American_2010,tt1440728,72,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9069535239120851
Bad Moms_2016,tt4651520,73,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9154730284869815
Loveless_2017,tt6304162,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8879212648508212
Horrible Bosses_2011,tt1499658,75,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86997986536926
Barton Fink_1991,tt0101410,76,1,0.9734549826431937,0.0,0.9933296369085507,0.0,0.0,0.0,0.6908033899575303,0.8940241752614992
Strangers on a Train_1951,tt0044079,77,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9067655249878156
The Whale_2022,tt13833688,78,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9032152224299181
White Christmas_1954,tt0047673,79,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.886621077410393
Space Cowboys_2000,tt0186566,80,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8605471200282558
Natural Born Killers_1994,tt0110632,81,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9110609913501967
Day of the Dead_1985,tt0088993,82,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8901089985921575
The Civil Dead_2022,tt16402818,83,1,0.0,0.0,0.0,0.0,0.0,0.0,0.6932058890724009,0.8876267308239643
The Personal History of David Copperfield_2019,tt6439020,84,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8576527917193459
Frozen River_2008,tt0978759,85,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8904704514063417
Popstar: Never Stop Never Stopping_2016,tt3960412,86,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9123392537687762
Black Rain_1989,tt0096933,87,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9207851028939673
The Accountant_2016,tt2140479,88,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.890795428849198
To Sleep with Anger_1990,tt0100791,89,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8693122118636591
Hereafter_2010,tt1212419,90,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8893666409922755
Diary of a Wimpy Kid_2010,tt1196141,91,1,0.937025139464661,0.0,0.9840962264950842,0.0,0.0,0.8861303049039588,0.8301378548964771,0.8828911569626006
May December_2023,tt13651794,92,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9080517383435901
An Education_2009,tt1174732,93,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9128034447396146
Grand Hotel_1932,tt0022958,94,1,0.0,0.0,0.0,0.0,0.0,0.0,0.764173149338326,0.891334920055402
Death to Smoochy_2002,tt0266452,95,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9069924247180413
Sin Nombre_2009,tt1127715,96,1,0.0,0.0,0.0,0.0,0.0,0.0,0.8642937960298072,0.8505971771956098
First Cow_2019,tt9231040,97,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8786007051372704
The Nines_2007,tt0810988,98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8991935012505081
Pulp Fiction_1994,tt0110912,99,1,0.903139786264209,0.0,0.9549733019295583,0.0,0.0,0.0,0.6310880899963529,0.9335177765775953
Capote_2005,tt0379725,100,1,0.9454442984773428,0.0,0.9809293180131049,0.0,0.0,0.0,0.7505441857166745,0.8986913446859018
