movie_name,imdb_id,line_number,regex_parsing_successful,dc1_adjacent_similarity,dc2_qa_relevance,dc3_topic_concentration,cc1_emotional_stability,cc2_linguistic_consistency,cc3_action_intention_alignment,pr1_scene_similarity,pr2_event_coherence
Body Heat_1981,tt0082089,44,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8886035354064447
Fast & Furious_2009,tt1013752,45,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8767185578797119
The Electrical Life of Louis Wain_2021,tt10687506,46,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8988983248966264
Blade Runner_1982,tt0083658,47,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8228232726256115
Scream_2022,tt11245972,48,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9040120625574943
Mirrors_2008,tt0790686,49,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8935404064774668
Black Panther: Wakanda Forever_2022,tt9114286,50,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8448146883686312
Evil Dead_2013,tt1288558,51,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8985680791072793
Sugar_2008,tt0990413,52,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8857280445855095
All the Money in the World_2017,tt5294550,53,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9127957869734554
Revolutionary Road_2008,tt0959337,54,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8946020536219369
King Kong_1933,tt0024216,55,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8648125026450897
Someone to Watch Over Me_1987,tt0094008,56,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9148139881978629
Heist_2001,tt0252503,57,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.919455076703852
Richard Jewell_2019,tt3513548,58,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.908181229047616
Anthropoid_2016,tt4190530,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8787154528330149
So I Married an Axe Murderer_1993,tt0108174,60,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8864018135107598
Following_1998,tt0154506,61,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.918426507970095
Don't Worry Darling_2022,tt10731256,62,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9006440540359884
The Lord of the Rings: The Return of the King_2003,tt0167260,63,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8862850973693304
RocknRolla_2008,tt1032755,64,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8833423748965528
Snow White and the Huntsman_2012,tt1735898,65,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9206038317820903
Young Frankenstein_1974,tt0072431,66,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8808609575627472
8-Bit Christmas_2021,tt11540284,67,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8719392384926422
Batman: Mask of the Phantasm_1993,tt0106364,68,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9170430498118144
Star Wars: Episode I - The Phantom Menace_1999,tt0120915,69,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8744457352062953
Constantine_2005,tt0360486,70,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8978365468446579
The Italian Job_2003,tt0317740,71,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8779899279717984
The American_2010,tt1440728,72,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8706616969228795
Bad Moms_2016,tt4651520,73,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9091419026283727
Loveless_2017,tt6304162,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9039965232211582
Horrible Bosses_2011,tt1499658,75,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9116519982753778
Barton Fink_1991,tt0101410,76,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.903573979963037
Strangers on a Train_1951,tt0044079,77,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9205668866144411
The Whale_2022,tt13833688,78,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.892397724573963
White Christmas_1954,tt0047673,79,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.893728737735471
Space Cowboys_2000,tt0186566,80,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8732979638198468
Natural Born Killers_1994,tt0110632,81,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9054633936504036
Day of the Dead_1985,tt0088993,82,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.881828662331188
The Civil Dead_2022,tt16402818,83,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9031023091144826
The Personal History of David Copperfield_2019,tt6439020,84,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9250078917108102
Frozen River_2008,tt0978759,85,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.897440562319732
Popstar: Never Stop Never Stopping_2016,tt3960412,86,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.934798196593056
Black Rain_1989,tt0096933,87,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.893063828016286
The Accountant_2016,tt2140479,88,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9138083088426554
To Sleep with Anger_1990,tt0100791,89,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8925734229710285
Hereafter_2010,tt1212419,90,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8996515613937817
Diary of a Wimpy Kid_2010,tt1196141,91,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8660814650707697
May December_2023,tt13651794,92,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8977973441007155
An Education_2009,tt1174732,93,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9038780416469948
Grand Hotel_1932,tt0022958,94,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8821660526247422
Death to Smoochy_2002,tt0266452,95,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8867429144907308
Sin Nombre_2009,tt1127715,96,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.894342359320586
First Cow_2019,tt9231040,97,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8895780469307975
The Nines_2007,tt0810988,98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8991386740717668
Pulp Fiction_1994,tt0110912,99,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9331207956059746
Capote_2005,tt0379725,100,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9293076254910307
